iter	MultiClass
719	0.5076717145
720	0.5074036351
721	0.5071226681
722	0.5066653669
723	0.5062800949
724	0.5060604114
725	0.5055358571
726	0.5052075134
727	0.5048646831
728	0.5043444948
729	0.5038415901
730	0.5035200264
731	0.5032693279
732	0.5026860296
733	0.5022246474
734	0.501838846
735	0.5017077979
736	0.5012661009
737	0.5009041718
738	0.5004976202
739	0.5001828693
740	0.499676587
741	0.4993306264
742	0.4989242535
743	0.4985027042
744	0.4980618455
745	0.4976949336
746	0.4972549835
747	0.4968543701
748	0.4965619742
749	0.496305841
750	0.4958735577
751	0.4957224762
752	0.4955290323
753	0.4951781155
754	0.4949262486
755	0.4944517647
756	0.4942041874
757	0.4939280045
758	0.493382967
759	0.4930464586
760	0.492772277
761	0.4923247951
762	0.4920660692
763	0.4917156657
764	0.4912438217
765	0.4907933578
766	0.4904740757
767	0.4901855338
768	0.4899913132
769	0.4894737455
770	0.4889632661
771	0.4884757566
772	0.488244451
773	0.4877910438
774	0.4875635315
775	0.4871894426
776	0.4868865176
777	0.4865715572
778	0.4863262557
779	0.4860569919
780	0.4857349321
781	0.4854150287
782	0.4851046744
783	0.4846991044
784	0.4844064168
785	0.4840259942
786	0.4836968212
787	0.4834181756
788	0.4832298788
789	0.4828944828
790	0.4824264708
791	0.4819950267
792	0.4817703834
793	0.481406914
794	0.4809565766
795	0.4806729219
796	0.480319185
797	0.4800481971
798	0.4795960077
799	0.4793317292
800	0.4790221484
801	0.4786334602
802	0.4783599511
803	0.4779637563
804	0.4776542624
805	0.4772742848
806	0.4769271907
807	0.4767854244
808	0.4762461944
809	0.4757504959
810	0.4754717276
811	0.4752759265
812	0.4747774324
813	0.4744947917
814	0.4740006083
815	0.4736592788
816	0.4731013227
817	0.4726728436
818	0.4721934513
819	0.4718704911
820	0.4713182801
821	0.4710383545
822	0.4705327131
823	0.4703582252
824	0.4699219475
825	0.469650404
826	0.469307252
827	0.4689296306
828	0.4686358176
829	0.4683739919
830	0.4681456573
831	0.4678486976
832	0.4674991593
833	0.4672949795
834	0.4671209593
835	0.4669393598
836	0.4664862466
837	0.466176635
838	0.4657662531
839	0.4655579408
840	0.465179971
841	0.4647188472
842	0.4642932015
843	0.4638853485
844	0.4636443242
845	0.4633547837
846	0.4631078501
847	0.4627367903
848	0.4622795787
849	0.4618884415
850	0.4614549298
851	0.4611688088
852	0.4608377843
853	0.4606347723
854	0.4603026909
855	0.4599523557
856	0.4597987303
857	0.45947101
858	0.4591231678
859	0.4586107013
860	0.4582779806
861	0.4577674594
862	0.457382816
863	0.4570231097
864	0.4567359769
865	0.4563156949
866	0.4560995636
867	0.4558332308
868	0.4555896672
869	0.4553333864
870	0.4551363366
871	0.4547484691
872	0.4545157786
873	0.4541289735
874	0.4538026086
875	0.4535544428
876	0.4533931791
877	0.4531454229
878	0.452993497
879	0.4527692942
880	0.4525423305
881	0.4522999338
882	0.4517180659
883	0.4513406599
884	0.4509371433
885	0.4503205042
886	0.4499863771
887	0.4494343141
888	0.4490671544
889	0.4488693459
890	0.4485725722
891	0.4483075109
892	0.4481111632
893	0.4477506027
894	0.4476522908
895	0.4473203964
896	0.4469897336
897	0.4468150835
898	0.4464115138
899	0.4461411887
900	0.4457281772
901	0.4454689945
902	0.4451440264
903	0.4448002564
904	0.4446009204
905	0.4443871833
906	0.4439917143
907	0.4437528427
908	0.443308005
909	0.4430893906
910	0.4427497209
911	0.4423835823
912	0.442056975
913	0.4418589332
914	0.4416320898
915	0.4413883774
916	0.441232602
917	0.440830891
918	0.4403650482
919	0.4399031021
920	0.4397536575
921	0.4392828795
922	0.4389104478
923	0.4386859671
924	0.4383913699
925	0.4380418484
926	0.4378724644
927	0.4374087929
928	0.4369953838
929	0.4367263308
930	0.4362808904
931	0.4358635508
932	0.435370309
933	0.4347630975
934	0.4344928911
935	0.434159517
936	0.433757853
937	0.4335109988
938	0.4332423867
939	0.4327861776
940	0.4325469171
941	0.4320918328
942	0.431706435
943	0.431514555
944	0.4309999948
945	0.4305757985
946	0.4302190521
947	0.4297949771
948	0.4294620085
949	0.429234602
950	0.4288733004
951	0.4285142718
952	0.4282361622
953	0.4280560785
954	0.4276039815
955	0.4272554542
956	0.4270318229
957	0.4267693812
958	0.4265852152
959	0.4263430498
960	0.426156769
961	0.4258587281
962	0.4256919773
963	0.4255812954
964	0.4253781483
965	0.4250092548
966	0.4247244348
967	0.424551161
968	0.424323421
969	0.4240372952
970	0.4237372303
971	0.4234938101
972	0.4234175542
973	0.4231492736
974	0.4229520882
975	0.4226153189
976	0.4223431897
977	0.4220772806
978	0.4216173599
979	0.4213393801
980	0.4210746919
981	0.4208356665
982	0.420638065
983	0.4204081493
984	0.4202047074
985	0.4199929356
986	0.4197282416
987	0.419379999
988	0.4191076478
989	0.4188057796
990	0.4185600779
991	0.4182850859
992	0.4178791574
993	0.4176068273
994	0.4172711384
995	0.4170183025
996	0.4168641125
997	0.416571487
998	0.4161749358
999	0.4159161808
99	0.4209629823
